gender,field_choices,health_condition,exam_result
Female,"Arts,Social Science,Medicine",Hearing Impairment,84
Male,Computer Science,None,83
Female,"Sciences,Agriculture,Computer Science",Hearing Impairment,100
Male,Natural Science,Hearing Impairment,55
Male,"Health Science,Natural Science,Computer Science",Visual Impairment,69
Male,Medicine,Hearing Impairment,93
Male,"Social Science,Arts",Hearing Impairment,62
Male,"Health Science,Agriculture,Natural Science",Physical Disability,61
Female,"Arts,Natural Science",Hearing Impairment,53
Male,"Arts,Social Science",Physical Disability,62
Male,Medicine,Visual Impairment,62
Female,Computer Science,Physical Disability,54
Male,Health Science,None,54
Female,Arts,None,79
Male,Computer Science,None,55
Female,Engineering,Physical Disability,70
Male,"Law,Social Science,Natural Science",Hearing Impairment,68
Female,"Business,Natural Science,Agriculture",Physical Disability,65
Female,Engineering,Hearing Impairment,75
Female,"Business,Computer Science",Visual Impairment,77
Female,"Computer Science,Medicine,Agriculture",Hearing Impairment,54
Male,"Arts,Engineering",Hearing Impairment,51
Female,Engineering,Physical Disability,71
Male,Health Science,Hearing Impairment,70
Male,"Engineering,Arts,Business",None,94
Female,Social Science,Hearing Impairment,89
Male,"Health Science,Sciences",Physical Disability,77
Female,"Medicine,Computer Science",Hearing Impairment,70
Male,"Medicine,Agriculture",Visual Impairment,88
Male,"Law,Engineering",Visual Impairment,100
Male,"Agriculture,Computer Science",Physical Disability,93
Male,"Arts,Education,Agriculture",Visual Impairment,89
Female,"Computer Science,Business,Social Science",Visual Impairment,50
Female,"Law,Medicine",Hearing Impairment,98
Male,Arts,None,89
Female,"Medicine,Arts,Engineering",None,75
Female,Social Science,None,66
Female,Arts,Hearing Impairment,51
Male,"Medicine,Engineering,Education",Visual Impairment,78
Male,"Engineering,Natural Science,Arts",Visual Impairment,68
Female,"Health Science,Agriculture",Visual Impairment,96
Male,"Education,Sciences",Hearing Impairment,70
Male,"Law,Arts",Physical Disability,80
Male,Computer Science,Visual Impairment,50
Female,Agriculture,None,78
Male,Law,None,62
Female,"Sciences,Natural Science,Business",Visual Impairment,55
Female,"Computer Science,Law,Sciences",None,93
Male,Natural Science,Hearing Impairment,52
Male,"Education,Engineering,Law",Visual Impairment,59
Male,"Agriculture,Engineering",Hearing Impairment,73
Female,"Education,Business,Medicine",Hearing Impairment,61
Female,"Sciences,Arts,Engineering",Physical Disability,58
Male,Social Science,Visual Impairment,59
Female,Social Science,None,93
Female,"Natural Science,Computer Science",None,94
Male,"Social Science,Health Science",Physical Disability,62
Male,"Agriculture,Health Science,Business",Hearing Impairment,98
Female,"Computer Science,Social Science",None,50
Male,Social Science,Visual Impairment,68
Male,Medicine,Hearing Impairment,68
Female,Computer Science,Physical Disability,99
Female,Medicine,Hearing Impairment,73
Female,Medicine,Visual Impairment,50
Male,"Law,Sciences,Engineering",Physical Disability,59
Male,Arts,Visual Impairment,78
Female,Sciences,Hearing Impairment,57
Male,"Agriculture,Computer Science",Physical Disability,58
Female,"Law,Business,Education",Physical Disability,82
Female,Computer Science,None,56
Male,"Business,Arts",Physical Disability,54
Female,"Computer Science,Agriculture",Physical Disability,90
Male,Sciences,Visual Impairment,95
Female,"Sciences,Business,Law",None,95
Male,"Sciences,Business,Engineering",Visual Impairment,88
Male,"Education,Natural Science",Hearing Impairment,66
Male,Social Science,Hearing Impairment,88
Female,Social Science,Physical Disability,84
Female,"Law,Computer Science",Visual Impairment,75
Male,"Arts,Social Science,Medicine",None,91
Male,Law,Visual Impairment,53
Female,"Education,Sciences,Health Science",None,61
Female,"Natural Science,Health Science,Agriculture",Physical Disability,95
Male,Medicine,None,62
Male,Natural Science,None,55
Female,"Arts,Engineering",Visual Impairment,82
Male,Sciences,Hearing Impairment,60
Male,Social Science,Visual Impairment,77
Male,"Law,Agriculture",None,93
Female,Medicine,Hearing Impairment,100
Male,"Agriculture,Business",Hearing Impairment,88
Male,"Agriculture,Business",Visual Impairment,78
Male,Education,None,70
Male,"Sciences,Engineering,Business",Visual Impairment,86
Male,"Medicine,Law,Business",Hearing Impairment,79
Male,Business,Physical Disability,80
Male,"Medicine,Natural Science",Physical Disability,83
Male,"Education,Sciences",Visual Impairment,95
Male,Natural Science,Visual Impairment,55
Male,"Computer Science,Social Science",Physical Disability,91
Female,"Medicine,Education,Arts",Visual Impairment,66
Female,Arts,None,84
Female,"Engineering,Computer Science",Physical Disability,83
Male,"Social Science,Engineering,Business",Physical Disability,50
Male,"Education,Arts,Social Science",Hearing Impairment,80
Male,"Education,Social Science,Computer Science",Hearing Impairment,66
Female,"Law,Medicine",Visual Impairment,99
Male,"Engineering,Medicine",Hearing Impairment,58
Female,"Sciences,Social Science",Physical Disability,99
Male,Natural Science,Visual Impairment,80
Male,"Arts,Business,Medicine",Visual Impairment,95
Female,Education,Visual Impairment,94
Male,"Medicine,Computer Science,Law",Visual Impairment,96
Female,"Health Science,Business",Visual Impairment,96
Female,"Social Science,Computer Science",Hearing Impairment,99
Male,"Medicine,Computer Science,Health Science",Physical Disability,96
Female,"Social Science,Engineering",None,58
Male,"Business,Health Science,Engineering",Hearing Impairment,97
Female,Computer Science,Hearing Impairment,70
Male,"Law,Social Science,Agriculture",Hearing Impairment,60
Female,Health Science,Physical Disability,90
Female,"Natural Science,Sciences",Physical Disability,81
Female,"Health Science,Social Science",Visual Impairment,98
Male,Business,Visual Impairment,60
Female,"Agriculture,Sciences",Physical Disability,57
Female,Medicine,Hearing Impairment,76
Female,Law,Hearing Impairment,81
Male,"Agriculture,Natural Science,Computer Science",Physical Disability,68
Female,"Social Science,Sciences",Hearing Impairment,96
Male,"Law,Education,Medicine",Visual Impairment,50
Female,Engineering,Visual Impairment,56
Female,"Social Science,Engineering",Visual Impairment,84
Female,"Natural Science,Engineering",None,60
Female,Health Science,Visual Impairment,79
Male,Engineering,Visual Impairment,60
Female,Education,None,60
Female,Medicine,Hearing Impairment,78
Male,Business,Hearing Impairment,68
Male,Natural Science,None,94
Male,Agriculture,Physical Disability,54
Male,"Education,Law",Hearing Impairment,57
Male,"Health Science,Law,Natural Science",None,78
Male,"Arts,Computer Science,Engineering",Hearing Impairment,57
Female,"Social Science,Engineering",None,92
Male,Computer Science,Visual Impairment,59
Male,Law,Physical Disability,73
Female,"Engineering,Health Science,Arts",None,61
Male,"Computer Science,Law,Health Science",None,76
Female,"Law,Social Science,Agriculture",Physical Disability,86
Female,"Sciences,Education,Health Science",Hearing Impairment,97
Female,"Medicine,Business,Law",Visual Impairment,67
Female,Health Science,Visual Impairment,93
Male,"Natural Science,Computer Science",Physical Disability,54
Male,"Agriculture,Education,Health Science",Physical Disability,66
Female,"Education,Natural Science,Arts",Hearing Impairment,94
Female,"Health Science,Sciences,Business",Hearing Impairment,91
Female,Engineering,None,87
Male,"Computer Science,Engineering",Visual Impairment,92
Male,Law,Visual Impairment,79
Male,"Health Science,Education",Visual Impairment,79
Male,Arts,Physical Disability,86
Male,"Agriculture,Business",Hearing Impairment,62
Female,"Agriculture,Sciences",Physical Disability,92
Male,"Agriculture,Engineering,Medicine",Physical Disability,64
Female,"Agriculture,Medicine,Law",Hearing Impairment,56
Male,Law,None,92
Male,Education,Visual Impairment,62
Male,"Law,Natural Science",Visual Impairment,58
Female,Engineering,Physical Disability,70
Female,"Computer Science,Arts,Sciences",Visual Impairment,88
Male,"Natural Science,Business,Health Science",Visual Impairment,66
Male,"Arts,Medicine,Agriculture",Hearing Impairment,53
Male,Education,Physical Disability,100
Female,"Arts,Education,Health Science",Visual Impairment,57
Male,Agriculture,Hearing Impairment,72
Female,"Medicine,Computer Science,Arts",Physical Disability,94
Female,"Education,Health Science,Natural Science",Physical Disability,64
Female,Business,Hearing Impairment,83
Male,"Sciences,Natural Science",Visual Impairment,91
Female,Computer Science,None,66
Female,Law,None,75
Female,Engineering,None,83
Male,"Sciences,Social Science,Law",Hearing Impairment,100
Male,"Engineering,Law",Hearing Impairment,86
Female,"Health Science,Business",None,76
Female,"Natural Science,Education,Arts",Physical Disability,86
Male,"Health Science,Engineering",Physical Disability,62
Male,"Arts,Law",Visual Impairment,56
Male,Law,Hearing Impairment,55
Male,Natural Science,Hearing Impairment,75
Male,Engineering,Physical Disability,54
Female,"Arts,Natural Science,Engineering",Visual Impairment,59
Female,"Health Science,Arts",Hearing Impairment,58
Female,"Education,Medicine",None,68
Female,"Engineering,Sciences,Agriculture",Hearing Impairment,91
Female,Business,Visual Impairment,80
Male,Arts,Visual Impairment,77
Female,Arts,Visual Impairment,80
Female,"Arts,Agriculture,Health Science",None,62
Male,Natural Science,Hearing Impairment,66
Female,"Social Science,Arts,Agriculture",Hearing Impairment,67
Male,Law,None,62
Male,"Arts,Health Science",Physical Disability,80
Male,"Natural Science,Law,Medicine",Hearing Impairment,82
Male,"Agriculture,Social Science",Hearing Impairment,59
Female,"Business,Medicine,Computer Science",Visual Impairment,98
Male,"Law,Education,Sciences",Visual Impairment,74
Male,Health Science,Hearing Impairment,83
Female,"Natural Science,Law",None,66
Female,"Agriculture,Social Science,Health Science",Hearing Impairment,92
Female,"Computer Science,Agriculture",Physical Disability,75
Male,"Agriculture,Law",Visual Impairment,82
Male,Social Science,Physical Disability,53
Male,"Business,Social Science,Computer Science",Visual Impairment,97
Female,"Business,Agriculture",None,67
Female,"Natural Science,Computer Science",Physical Disability,54
Female,"Social Science,Arts,Medicine",Hearing Impairment,86
Female,"Arts,Law",Visual Impairment,77
Male,"Arts,Health Science",Visual Impairment,84
Male,"Engineering,Education",Physical Disability,69
Male,Agriculture,Hearing Impairment,53
Female,"Sciences,Natural Science",Visual Impairment,55
Female,Agriculture,None,85
Male,"Education,Health Science",None,50
Female,Agriculture,Hearing Impairment,100
Male,"Medicine,Social Science",Hearing Impairment,54
Female,"Arts,Natural Science",Hearing Impairment,60
Female,"Arts,Social Science,Medicine",Physical Disability,50
Male,"Agriculture,Computer Science",Visual Impairment,90
Male,"Education,Social Science,Sciences",None,92
Female,"Business,Arts,Engineering",Hearing Impairment,94
Male,Social Science,Hearing Impairment,98
Female,"Law,Agriculture",Visual Impairment,94
Male,Social Science,Physical Disability,68
Female,Medicine,None,50
Male,"Social Science,Natural Science,Agriculture",Visual Impairment,53
Male,Engineering,None,68
Male,Health Science,Visual Impairment,98
Male,"Social Science,Business,Agriculture",Physical Disability,60
Male,"Arts,Law,Engineering",Visual Impairment,86
Male,"Engineering,Medicine,Health Science",None,68
Female,"Natural Science,Law,Sciences",Visual Impairment,69
Female,Law,Physical Disability,77
Female,"Natural Science,Medicine,Agriculture",Hearing Impairment,72
Male,"Law,Social Science,Business",Physical Disability,58
Male,Education,Physical Disability,51
Female,"Natural Science,Education,Social Science",Physical Disability,61
Male,"Health Science,Agriculture",Hearing Impairment,100
Male,"Medicine,Law",Visual Impairment,71
Male,"Business,Agriculture,Engineering",Physical Disability,62
Male,Social Science,Physical Disability,66
Female,"Education,Law",Physical Disability,56
Male,"Health Science,Computer Science",Hearing Impairment,69
Female,Natural Science,Hearing Impairment,78
Female,"Sciences,Medicine,Health Science",None,97
Female,"Business,Natural Science,Engineering",Physical Disability,94
Female,Business,Visual Impairment,70
Male,"Law,Health Science,Natural Science",Physical Disability,57
Female,"Health Science,Law",Hearing Impairment,99
Male,Business,Visual Impairment,76
Male,"Agriculture,Engineering",None,66
Female,Computer Science,Physical Disability,90
Male,"Law,Agriculture",Physical Disability,74
Male,"Agriculture,Law,Arts",Hearing Impairment,66
Male,"Law,Health Science,Sciences",Hearing Impairment,91
Male,"Health Science,Agriculture",Physical Disability,81
Male,Medicine,Visual Impairment,55
Male,Business,Hearing Impairment,62
Male,"Health Science,Natural Science,Agriculture",None,94
Male,"Law,Arts",Physical Disability,57
Female,"Business,Health Science",Hearing Impairment,64
Female,"Social Science,Medicine",Hearing Impairment,57
Male,"Business,Law",Physical Disability,56
Female,"Medicine,Arts,Sciences",Visual Impairment,80
Female,"Law,Sciences",Visual Impairment,97
Male,"Business,Education",Visual Impairment,61
Female,Agriculture,Physical Disability,100
Male,"Engineering,Natural Science",Physical Disability,59
Female,"Health Science,Social Science",None,93
Male,Arts,Physical Disability,54
Female,"Natural Science,Engineering",None,50
Female,Computer Science,Hearing Impairment,96
Male,"Business,Health Science,Engineering",Hearing Impairment,79
Female,"Education,Social Science,Law",None,65
Male,Natural Science,Visual Impairment,84
Male,"Arts,Social Science,Business",None,84
Female,Arts,Physical Disability,69
